Wind Speed (m/s),Wind Direction (°),Angular_Velocity (rad/s),Flow_Angle (Φ),Proxy_Blade_Angle
4.126708031,169.7276001,0.921541889,0.423006776,4.503446948
4.837351799,162.5648956,0.893473775,0.124012666,0.608181035
2.540688992,156.8683929,0.833794674,0.235812037,2.188815973
1.885673046,164.446106,1.563685761,0.147962885,0.857792781
2.842458963,176.658905,0.62713921,0.449330027,4.400124313
2.563554049,199.5399017,1.612413251,0.052802799,1.675861862
2.861815929,205.3591003,1.540138763,0.102109879,1.75193148
3.093406916,186.4920959,0.876206199,0.073050542,1.126384219
2.799032927,179.8811951,0.879250675,0.073269507,0.891658197
1.982336044,160.4441071,1.443290878,0.033366028,0.208024006
2.345252991,173.6058044,1.643256658,0.034431709,0.670137645
2.702989101,205.207901,1.81472842,0.033028296,0.02917474
1.898092985,205.9976044,1.778209346,0.024290918,1.325780309
3.247176886,222.7263031,1.947324491,0.035638749,0.771554292
1.812059999,251.1123962,1.372077343,0.028064206,0.765316996
2.778091908,210.1741943,1.862983342,0.080760175,0.560996675
3.190069914,202.9104004,1.71276991,0.124518596,1.014787314
1.816856027,254.2498016,1.842001436,0.029053868,-0.079161548
1.054579973,268.874115,0.517439902,0.190833169,1.283555702
1.738052964,231.7404938,1.948854488,0.061421884,1.309900598
2.404212952,200.5359039,1.210295244,0.049891089,0.840972134
2.817327976,198.1452026,1.697274484,0.048468977,0.27790899
2.417444944,203.3455048,0.690806179,0.101707461,0.715603618
1.870507956,204.8209991,1.093911644,0.035773166,1.088639994
1.504493952,235.8076019,0.907190995,0.047289561,0.732475421
1.251176953,320.6423035,0.937488156,0.05467309,0.335496584
1.877640963,260.6288147,0.68488343,0.154398782,2.125074724
0.986114502,280.2698975,1.708645749,0.028513764,1.236906342
0.890384376,249.2109985,0.513863472,0.098682218,0.697901921
1.942139983,255.0594025,0.968758185,0.295976596,2.750784204
2.123033047,237.2859955,0.761615815,0.164707698,1.536017924
1.393473983,255.5854034,1.383558411,0.023642638,0.384950027
2.058166027,243.1562958,0.881378604,0.061746875,0.600101131
2.148072958,260.3033142,0.888497682,0.073169525,0.001831429
2.507992029,245.7767029,1.232507216,0.044595499,-0.01170563
2.748970032,230.379303,1.479033559,0.109630147,1.159990939
2.475943089,232.6853027,0.681957057,0.116602077,1.920776263
1.989048004,267.8940125,0.763267179,0.386154402,3.968862202
1.250061989,254.0843048,0.870762117,0.031792251,0.781664375
2.453515053,186.7277985,1.960622321,0.049719923,0.668162946
3.137943029,202.1302032,1.09572875,0.216760681,2.087489064
3.56658411,221.0608063,1.398485136,0.160339101,1.165668466
4.301579952,217.1083984,0.862314219,0.115040555,1.337797421
3.803355932,200.6291962,1.235689288,0.30153435,3.631228615
3.899224043,200.0155945,0.611178762,0.135962277,0.726237972
4.00637722,216.9665985,0.552113219,0.321248375,3.498450556
4.316246033,216.9371033,1.20310029,0.216659078,1.88796587
4.092184067,217.6551056,1.097988931,0.184835332,2.024521589
4.412198067,220.5330048,0.70532048,0.261179174,2.241346017
4.639754772,220.8721008,1.531402143,0.10177869,1.090394576
3.99871707,223.9210968,1.989355236,0.063914458,0.165845644
3.263310909,215.7769928,1.093470232,0.118101518,1.666003702
3.574487925,218.5043945,1.436837954,0.098844045,1.016117591
4.159119129,236.5516052,1.944463914,0.119336929,2.087780204
3.805521965,245.8412933,1.747302459,0.09748082,1.127384064
3.021203041,244.960907,1.195328335,0.096828831,0.468861238
1.154075027,228.6338043,1.606234227,0.022525648,-0.569385019
1.862470031,259.0812073,0.69220256,0.24240552,3.134372593
2.435204983,277.4801941,1.268155783,0.048725502,0.188338405
2.145555973,271.6288147,0.918590416,0.065468647,0.161617788
2.328948975,289.1845093,0.741745532,0.168613991,2.358357992
2.997886896,284.1706848,1.139421359,0.102136994,0.803891847
3.033116102,281.1984863,0.696521832,0.091208021,1.36844829
2.967808008,278.0187073,1.548477662,0.313027128,3.306630203
2.866084099,280.0018921,1.184360066,0.058230776,-0.375235665
2.193650007,290.3937073,1.296716949,0.060285032,0.92297444
1.949790955,279.0570068,0.719563908,0.082308836,0.336700722
1.111094952,297.3963013,0.709657492,0.043701331,-0.179633353
1.103518963,322.359314,1.375123153,0.031433953,-0.793991582
1.188560963,285.8298035,1.977514622,0.044056246,-0.13712932
1.259686947,295.6315918,0.644375875,0.042535348,0.246681962
1.59394896,282.9959106,0.928597143,0.044777575,0.487443141
1.029142976,278.7926941,1.804188675,0.018897342,0.264320613
0.993780375,256.7514954,0.608408018,0.064777241,1.089297699
1.125934958,267.6628113,1.813828582,0.022593614,-0.624616779
1.759827971,265.6704102,1.286428975,0.032513979,-0.715404066
1.431107998,244.422699,1.112400161,0.227279337,3.513746722
0.945878208,227.2716064,0.964520847,0.022314683,0.194616666
1.498828053,236.9546967,0.945675737,0.21951353,2.462330509
1.483217001,250.2079926,0.958703874,0.047253658,-0.247020173
2.065603018,245.3009949,1.827204621,0.056490233,0.905830104
2.628391027,240.2274017,1.585692845,0.046631058,0.990518273
3.058238029,244.383194,1.504584512,0.225772563,1.303021396
3.277004004,244.4147949,1.698123723,0.064172486,0.88579805
3.004314899,257.8884888,0.885671995,0.077848295,1.01353602
1.876757979,246.7256012,1.427064218,0.048208424,-0.764831491
3.250543118,233.5200958,1.190099358,0.301091621,3.102129398
3.105426073,219.4562988,1.673662453,0.270856287,2.382321881
4.217732906,218.6896973,0.963884166,0.132011618,1.550469987
4.099798203,217.4335022,1.464767925,0.3316064,3.665364777
3.853714943,205.4257965,1.823318618,0.252026314,2.754623881
3.139345884,217.3986969,1.103225714,0.117314797,1.019826591
3.758263111,222.4331055,0.599933131,0.409630661,3.879809411
4.122785091,222.1085968,1.274076234,0.224225093,2.348080651
2.819303036,204.677002,1.018958732,0.103474422,0.90544542
2.195379972,227.863205,1.508338071,0.082342849,0.084059932
3.057095051,247.365799,1.926549387,0.106332142,1.160361423
4.163387775,244.3164978,1.228412477,0.1198283,1.107035164
4.011263847,249.9317932,1.199285345,0.182830458,1.736255147
3.779608011,255.5807037,1.4818772,0.28799852,2.70147794
3.274291992,257.9324951,0.655246255,0.138980196,1.290785024
3.868629932,257.4963074,0.880259283,0.139269396,1.067269718
3.916644096,264.8934021,1.878468988,0.142376967,1.852175557
3.407111883,258.4484863,1.50491392,0.072434343,0.506315884
3.6902771,262.0580139,0.520166066,0.146733472,1.507342055
4.081634998,265.3060913,0.806938209,0.104901062,0.695417929
4.084294796,256.235199,1.524255899,0.092334264,0.376013364
3.346345901,255.5269012,1.646598804,0.212673791,2.069829018
2.52829504,270.5154114,1.759789359,0.056022341,0.898476136
2.399786949,288.9848938,0.938265205,0.390452293,4.422905237
1.781442046,269.8077087,1.896542894,0.039639245,0.754027043
1.631446958,281.7402954,1.32942034,0.026715852,-0.20508993
1.58327198,277.2113037,1.544808534,0.039345916,0.421206434
2.318197012,279.6044006,1.395108294,0.055755158,0.515600674
2.378787994,275.0138855,0.684110082,0.279576356,3.159477103
2.205457926,275.0168152,1.944671989,0.196256972,2.21708842
2.145270109,287.8140869,0.68431337,0.062990596,0.3172069
2.316067934,290.1792908,0.882322935,0.129088317,1.464732144
2.506067038,297.6771851,1.72044182,0.082712366,1.112773849
2.576523066,301.2632141,1.427895442,0.058693714,0.751318059
2.364120007,296.2308044,1.757223748,0.034894897,0.330664944
2.723824978,306.3945007,1.273604283,0.13035622,0.975097804
2.729862928,308.052887,1.065489853,0.089389338,0.692915667
2.255083084,309.5654907,1.882768249,0.059909814,1.681265077
2.384838104,314.1846008,0.554378476,0.160077468,1.008679699
1.977933049,330.0853882,1.784195331,0.09018543,1.842847866
1.553969026,1.476451993,0.846226678,0.065594532,1.593212847
1.483391047,4.462522984,1.773104492,0.116792074,0.517708564
1.109987974,356.8241882,0.70879492,0.036573071,0.05457056
0.937577784,359.7661133,1.370328446,0.020577808,0.051900905
0.489600986,350.990387,1.832161879,0.005641535,-0.251364033
0.75655061,28.23233986,1.21030947,0.019538898,-0.107518135
0.911589503,59.69736099,1.619850011,0.042615804,0.774575579
0.608891785,67.05542755,1.707007427,0.013317767,0.261060326
0.505014122,58.96607971,1.604741313,0.009014067,0.36515234
0.885854721,138.2962952,1.887994605,0.021480348,0.137923004
0.564158916,160.0724945,1.170251346,0.016138401,0.049705868
0.634233117,164.9608002,0.759688159,0.067655773,0.302083567
1.79182899,197.6968994,0.571716596,0.078250577,1.022140164
1.578184009,215.1537018,0.869689804,0.039489521,0.904411528
1.112395048,231.4082031,0.714796256,0.081005745,0.236324059
1.161131978,266.338501,1.336923112,0.021336136,0.606121314
1.022469044,248.2534943,0.777418006,0.142953018,1.566785498
1.023710012,246.237793,0.558400561,0.113368692,0.555351881
0.58878988,270.3522949,0.553984743,0.041196837,-0.309460437
0.579375327,260.9302063,1.747354248,0.014809001,0.009789772
0.588310897,300.2283936,1.387174897,0.012896684,-0.129458226
0.397661299,231.2406006,1.037127953,0.012639315,0.647738821
0.694140315,47.52508163,1.841342064,0.042202451,0.226283509
0.688438892,74.37890625,0.605294917,0.103720835,0.766233156
0.741598129,94.17899323,1.970483109,0.051320022,0.292129824
0.682190895,212.5522003,1.424437685,0.010004814,-0.017495995
0.765492678,35.69765091,0.775196381,0.029000916,0.429652991
1.118824959,29.79149055,1.518603648,0.016934562,0.702217424
0.952199519,35.56270981,1.64507189,0.019714102,-0.41944385
1.402289987,21.54748917,1.144014175,0.08908718,1.089069408
1.484272003,29.36746025,1.792448909,0.024938901,-0.419680309
1.769297004,36.05416107,0.726098611,0.087615603,1.399009149
2.119560003,37.35733032,0.918256375,0.098455861,0.207089862
2.356281996,41.89780045,0.640238542,0.167764331,2.289659616
2.254358053,35.72956848,0.816316761,0.080449176,1.27624227
2.241173029,33.87170029,0.858093218,0.079462322,0.402315106
1.825150967,30.22047043,1.876449786,0.082101261,0.553932594
1.896980047,43.42041016,0.617164533,0.073524138,-0.212709109
1.765383959,31.65360069,1.14112268,0.045977983,-0.42072838
2.312305927,43.99324036,1.298598031,0.061089563,0.461157885
1.718783975,4.100924969,1.848039581,0.024027081,0.336000052
1.923557043,31.48699951,1.996544328,0.08068424,1.326862058
1.697494984,38.91876984,1.630082172,0.022445415,0.083508955
1.773761988,36.55519104,1.956186486,0.052741125,0.459953669
1.656700969,31.7221508,1.680651699,0.058524647,-0.043295344
1.75929904,43.41162109,1.944803961,0.021705296,0.14356941
2.304523945,15.25605965,1.560906089,0.073577898,0.784272861
1.986271977,345.2879028,0.619645138,0.075490009,1.048605413
1.998167992,359.9772949,1.10288028,0.091431189,0.890814213
1.94687295,6.914990902,1.469895926,0.044445341,0.914009827
2.218894958,28.88583946,1.026077764,0.139617178,1.406853017
2.447557926,32.41125107,0.910075877,0.07080738,0.640465898
2.001210928,7.868629932,1.366098901,0.116546502,1.565265657
2.697662115,2.368541002,1.900252815,0.031208149,0.715471558
1.730239034,22.79791069,0.55247281,0.143175794,1.270682596
2.011904001,32.60919189,1.653846805,0.046361115,1.364256144
2.112323999,4.005731106,1.584090917,0.215867034,2.289701781
2.276195049,353.1383057,1.945930138,0.023910955,0.295808847
2.432868004,349.9865112,1.896066833,0.030839555,0.15143236
2.84078002,350.0783997,1.643348843,0.068720028,0.911038604
2.980496883,353.7774048,1.280613147,0.050104765,0.936784384
2.582468033,358.4436951,0.80640133,0.068180259,0.728495133
2.458547115,17.50794029,1.317853577,0.064269422,0.751554569
2.402646065,349.3707886,1.648027991,0.093641757,0.377453596
2.631503105,338.2477112,1.843503819,0.052975957,0.111068624
2.591608047,348.9332886,1.684568014,0.07826789,0.396896242
2.696491003,1.300984979,0.792900403,0.134355849,1.467121328
2.923373938,7.000891209,1.399529471,0.045365644,-0.11225541
2.655081034,0.571232915,0.998260189,0.149295056,0.487388981
2.520252943,352.1166077,0.513808501,0.114229009,0.44358706
2.688777924,3.187567949,0.800331404,0.071225337,0.978627923
2.815218925,18.07926941,0.669830975,0.101592937,1.853920029
3.049654961,21.07081985,1.764078685,0.060107419,1.075549913
3.584029913,31.42835999,0.887759378,0.132119189,0.78026713
3.36918211,37.6017189,0.927046953,0.086555081,0.437065817
3.12964201,41.07909012,1.939904858,0.226436354,1.94943602
3.355001926,40.02791977,1.068630085,0.082180569,0.047787544
3.20251298,34.7707901,0.51437846,0.212910716,2.027540559
2.986470938,23.52721977,0.925769223,0.140123633,1.628948837
2.931317091,36.20619965,0.678949371,0.108837762,0.595834075
3.198328972,41.99174881,0.654212843,0.280316758,2.204428261
3.776762009,45.51382828,0.616230935,0.134480147,1.7340583
3.949826002,42.46855164,1.389889205,0.07881566,0.334779598
4.037964821,42.68016052,0.784021585,0.157369345,1.177804082
3.414485931,51.95473862,1.041864191,0.114328876,-0.054478652
3.303913116,63.26094818,1.793026574,0.12576566,1.717170616
4.051826,51.94118118,1.13650721,0.108391635,1.741861933
4.141819,54.22723007,1.873537025,0.058694565,0.423461093
4.886853218,59.49404907,1.24690708,0.616887572,6.136134003
5.058352947,66.79910278,1.098254922,0.211140203,2.351008865
4.956848145,68.20147705,1.625583391,0.071690632,1.046882345
4.7961092,70.72363281,0.609762648,0.230950933,2.269248338
4.487497807,76.04457092,0.634217574,0.213176473,1.838276614
3.088275909,78.12895966,1.477960571,0.135841315,1.278328861
2.285710096,73.03994751,1.23041107,0.055488979,0.361126293
2.64349699,91.71843719,1.685622875,0.038821183,0.50658271
1.529276013,78.68005371,1.874406256,0.035336509,-0.188180764
1.798807025,58.71017838,1.082550317,0.125277997,1.836246995
1.454069018,93.53957367,1.39461504,0.122375763,2.209264555
1.047395945,113.831398,1.251044942,0.030153982,-0.060265068
1.475465059,113.716301,1.972415983,0.020907593,-0.183216296
1.691305995,112.7463989,1.746626611,0.078444552,0.358728307
1.086899042,112.9203033,1.867606562,0.02427961,0.005227077
2.174005032,116.6084976,0.881510131,0.080450799,1.676084051
2.07337904,119.334198,1.658789635,0.103670072,0.748812993
1.566797972,144.5914001,0.898209837,0.101392229,1.077894022
1.390161991,149.9562073,0.8131138,0.05275369,0.292950052
1.90505302,144.3352051,1.916399239,0.026413814,-0.761664966
1.87352097,136.6508026,0.528956625,0.104965247,0.771702331
2.116952896,135.3175049,1.948083055,0.029271656,0.269020528
2.122158051,133.7164001,0.723892845,0.093782717,1.698422021
2.134898901,127.0783997,1.729157123,0.028965735,-0.585355565
1.904368043,142.6770935,0.91388383,0.049335869,0.96540226
2.030344009,134.5700989,1.026053491,0.048424871,0.596976195
1.255735993,172.3513947,0.825136567,0.049218092,0.441238385
1.184463024,207.6175995,1.378271064,0.017277227,-0.350171057
1.158923984,222.6531067,1.022143321,0.166176746,2.274570179
0.614051282,194.5471954,1.486089559,0.029923528,0.464815513
0.813555479,218.3986053,0.523470977,0.037522849,0.35107415
0.745739102,211.0065002,0.596562325,0.029625444,0.242567706
0.560331285,192.2859039,0.649491729,0.020614737,0.668927954
1.012104988,170.7630005,1.128490528,0.020255262,-0.228920032
1.519703984,204.3200989,1.722194259,0.036724538,1.078714162
1.401728988,217.8222046,1.832266866,0.01629908,1.257821522
0.744900405,258.2685852,0.86721611,0.059526863,0.439868683
0.953419983,255.8397064,1.361554586,0.014846319,0.792855768
1.13677001,248.9586029,1.652547489,0.022887093,-0.066635531
1.439100981,254.4613037,0.933244145,0.12397253,0.670042903
1.276700974,297.6442871,1.113511605,0.030065687,0.006353842
1.119706035,317.6455994,1.285961304,0.04750645,0.677448799
1.007184029,313.2909851,0.70231227,0.095820957,0.83496501
1.136289954,299.1686096,0.538973441,0.163953594,1.838131054
1.071753979,291.2940979,0.729208714,0.228380893,2.410478631
1.299222946,271.0354004,1.440280432,0.022885512,0.011284108
1.492483974,274.1115112,0.610427392,0.09066696,0.28965163
1.13340497,269.3395081,0.784544547,0.029448649,0.274815794
1.240661025,268.6288147,1.006780829,0.049714483,-0.194504626
1.567180991,287.0571899,0.616805096,0.05908733,0.621930271
1.292747021,335.9758911,0.787548907,0.033787336,0.501477153
1.205111027,307.6872864,1.866904683,0.106982276,-0.098485592
0.933566988,303.6408997,0.528948698,0.179272714,2.423418707
0.622136116,331.3728943,1.480147886,0.020347869,0.030668172
0.695450723,11.17658043,1.076613396,0.014628287,0.397877353
0.496347308,347.5228882,1.508973109,0.007701737,-0.252596859
0.44049421,8.580606461,1.383037581,0.014810642,-0.058981441
0.747825086,7.044643879,0.835248132,0.063885026,1.438723056
0.796022117,359.785614,1.770814231,0.010935687,-0.570369091
0.707246006,357.6478882,1.237910574,0.017929705,-0.079021957
1.084439993,17.11996078,1.733804028,0.097088148,0.993375683
1.269513011,30.31691933,1.109018804,0.027784185,-0.959476821
1.000041008,16.34898949,1.977028331,0.010523879,-0.361604278
0.896205485,3.95670104,1.655734038,0.078353984,1.187609864
1.006819963,17.61529922,1.948925308,0.028910081,-0.354612458
1.058920026,0.03932954,1.271489718,0.01988514,0.275196584
1.436840057,322.3796997,1.210536698,0.037892222,0.546408637
1.470419049,335.3970947,1.633180714,0.018178974,0.432792106
1.365124941,13.77972984,1.820436895,0.016230761,-0.368205713
1.171347022,3.389144897,1.946218694,0.046184897,0.540302717
0.981768012,27.52813911,0.986827859,0.028150976,-0.306225363
0.499472201,49.16572952,1.698056861,0.00855099,-0.064274662
0.512191176,30.7904892,0.815968396,0.062760208,1.060057297
0.557705879,18.60213089,1.31836152,0.046821432,0.041827401
0.419192493,24.9325695,0.769772223,0.017779912,0.442497311
0.453952014,323.0445862,1.021096043,0.01921512,0.152666281
0.59429878,214.1976929,1.897037551,0.010602973,0.484603573
0.982521176,195.7164001,0.71913605,0.086544429,-0.119816858
0.665041924,236.147995,1.448601343,0.015276513,0.74077972
0.623190224,67.994133,1.389431409,0.020153027,-0.700893066
0.377485007,184.1278992,0.681107529,0.012332093,-0.49129965
0.828486681,141.9250031,0.988968566,0.04459237,1.017252877
0.658641219,128.3018036,1.344472257,0.011086113,0.072789616
1.202672005,18.8567009,0.780767913,0.068204207,0.460135038
1.547749043,43.14241028,1.700935485,0.02932796,0.763833393
1.035552979,51.00603867,1.958234764,0.029555913,0.230868414
0.899520814,33.52095032,0.8221391,0.026416186,-0.232021753
0.738089919,59.61896133,0.780367947,0.022010709,0.843523748
0.945300281,65.10378265,1.182402608,0.019305181,0.324314144
1.380403996,354.1736145,1.621647916,0.025184635,-0.388158224
1.552203059,23.64759064,0.922400915,0.089673904,0.511312361
2.689954996,26.94576073,0.529819863,0.14978568,0.995666645
1.730175018,22.71445084,1.311830942,0.027368734,-0.318211011
1.218211055,7.872291088,1.934900852,0.01841944,0.116288435
1.661319017,358.2459106,1.086915283,0.031807444,0.279889388
2.024650097,9.68122673,1.130201831,0.095474599,1.166721552
2.076230049,33.01216125,1.953352576,0.024673533,0.526499353
1.543683052,29.44646072,1.541911417,0.026811682,0.690882814
1.908738971,17.36584091,1.578757884,0.028871389,0.798232361
1.83862102,351.6029053,1.344053008,0.036970906,0.612971799
2.118323088,32.59838104,1.961913816,0.04054395,0.583587494
1.396752,351.9526062,1.533299727,0.025371988,0.737634505
1.709022999,11.61281013,1.842549127,0.019755672,0.404031083
2.653769016,25.25156975,1.549068299,0.07188874,0.242504775
2.648555994,44.46250153,1.602673737,0.034538557,-0.351103574
2.079632044,40.47126007,0.935616383,0.298534184,2.472499233
1.932927012,29.27891922,0.955218047,0.344604923,3.603674853
1.839921951,31.91106033,1.674476974,0.040343947,0.250535508
2.725678921,34.34518814,0.945059434,0.066689494,0.78041585
2.213141918,40.92549133,1.344155106,0.101582812,0.88693198
2.573272943,27.15016937,0.874028466,0.08114247,0.351749456
2.768028975,22.85643005,1.725475071,0.054123835,-0.755283856
2.964061022,24.49020958,0.665752027,0.241371938,1.803745832
2.802798033,26.47245026,1.74416996,0.0897298,1.770958255
3.128431082,30.15822029,1.404094701,0.262337653,3.104803622
3.030653,22.09276962,0.780364302,0.132541005,0.950980799
3.007772923,26.66078949,1.313053078,0.090449408,0.637004801
3.125989914,26.93238068,0.923748255,0.185590264,1.604807257
3.076251984,27.88297081,0.985201002,0.064068679,1.185842029
3.044481993,28.22270966,1.027292062,0.070728171,1.161794099
3.478178978,28.03763008,0.59497887,0.201468077,2.496537432
3.517038107,32.55168915,1.978942527,0.062329186,0.116825562
3.476536989,28.9904995,0.547301942,0.433806397,5.230926784
3.43563199,46.80213165,1.49374531,0.067129706,0.525984464
2.711956978,43.18891144,1.056841472,0.053505627,0.953882205
2.611615896,44.47806931,1.469015436,0.039118776,0.53727977
3.076096058,47.22483063,1.03437238,0.325385537,2.398607174
3.111339092,55.24713898,1.510625969,0.271830085,2.460797648
2.97964406,47.00357056,1.593853264,0.038721071,0.367080625
3.143851995,53.2756691,1.535828961,0.145229295,1.040072495
3.292819023,61.40402985,0.670942972,0.163393302,0.89366252
3.990516901,53.81676102,1.485339852,0.310872009,2.879055034
4.359508991,45.66968918,0.919981324,0.109890103,1.752692747
4.434760094,53.65726089,0.543202056,0.670047551,6.976401612
4.584557056,49.90307999,1.122246008,0.119686438,0.919300635
4.575409889,53.50458145,1.150314654,0.484971726,4.959471191
4.862866879,54.59436035,1.2007612,0.324218824,2.561365645
4.938114166,60.21928024,1.557236248,0.112587408,1.114210306
5.100309849,63.05670929,0.963265714,0.643767137,5.464604878
5.043252945,55.05867004,0.97292077,0.359256867,2.996658887
5.539353848,63.51219177,0.590828384,0.700146864,7.398296332
5.887952805,74.96842194,1.530231824,0.513301193,4.829590299
5.454020023,75.51407623,1.351739137,0.082670356,0.593129207
4.202010155,65.2576828,1.024137669,0.161039173,1.554188862
4.236519814,67.55973816,1.557783468,0.062220849,1.386579099
4.336438179,62.52418137,1.306036624,0.155934865,-0.284663245
3.989963055,52.4413681,1.203867419,0.446850122,3.995016811
3.697557926,57.92153931,1.266986815,0.080214066,1.98103473
3.78738308,50.2592392,1.454522188,0.368470725,4.253235717
3.810275078,50.77175903,1.490003907,0.085388776,1.101664398
3.723453045,50.49663162,0.933436729,0.340464081,3.522443812
3.614474058,52.62458038,0.711115045,0.143460433,1.296085189
3.634392023,51.09217072,0.734951272,0.109038799,0.389629402
3.828366041,50.18378067,1.459086329,0.054597734,0.32101811
4.009354115,50.63964081,1.809309929,0.076924866,0.693593526
3.975666046,52.84745026,1.114244418,0.122539055,1.78329257
3.584515095,58.32838058,0.75428024,0.615347486,6.313442715
3.249120951,69.82360077,1.634903747,0.050087362,0.518672429
3.083113909,59.2798996,1.748734212,0.036691363,0.024871503
3.314871073,42.18144989,1.820873665,0.073509877,0.484767808
3.348742008,42.23374939,1.410247143,0.058254323,-0.305025291
3.606561899,42.89775085,1.791092839,0.049210159,0.591755689
3.299653053,47.58771133,0.523122438,0.155042754,0.914955989
3.636176109,50.66067886,0.660853703,0.139660963,1.207317188
3.770226955,57.97866058,0.638864101,0.382250074,4.320033365
3.553550005,68.89720154,1.568907026,0.05828855,0.699768842
3.790453911,71.12490845,0.604372675,0.499359674,5.145860735
3.427865028,73.3571167,1.244546559,0.074178606,1.340119666
3.875710964,75.1337738,1.209060348,0.555950585,5.886803176
4.081142902,72.55814362,0.966055285,0.090898886,0.827874797
4.200540066,73.06031036,1.805607755,0.055029589,-0.462538702
4.449289799,73.11872864,0.755649803,0.16330942,1.410081616
4.316785812,72.25778961,1.028694177,0.425852438,4.20263126
4.272017956,74.08360291,1.66125725,0.060970949,0.59954713
4.313432217,73.19226074,0.545633472,0.176269109,0.941265334
4.027657032,69.7496109,1.5094256,0.074068321,0.821746988
3.934302092,60.43939972,1.72459659,0.046604134,0.821452354
3.668755054,54.94210052,1.898401758,0.207497056,1.876181424
3.241516113,55.95063019,1.814444961,0.048391112,0.6946408
3.5832479,57.12141037,0.979076175,0.127204603,0.923737758
4.498952866,67.20485687,1.379546212,0.275138268,2.857398569
4.649180889,70.16040802,0.61594024,0.214615962,3.069733379
4.745769024,71.99611664,0.886805005,0.129857999,1.07714412
4.15470314,71.85125732,0.641333568,0.480983974,4.221132252
3.825720072,67.85653687,0.972780935,0.096312444,1.319393369
4.081728935,67.49401093,1.81278082,0.240435568,2.253942294
4.366558075,72.63865662,1.02075026,0.134500531,0.940209746
4.192532063,74.10179901,1.342847155,0.076129968,0.37195547
3.725356102,72.72595978,1.150071272,0.27302339,2.834988869
3.681011915,77.46884155,1.188374786,0.100496346,1.012205362
3.808026075,72.44055939,1.954358078,0.080609278,1.433794852
4.463769913,63.09973907,0.944231702,0.145206179,1.646224621
4.376113892,70.27129364,1.440986704,0.125402826,1.719901174
4.114324093,67.50279999,1.130094004,0.219865554,2.194544868
3.679847002,56.99118042,0.591719272,0.36201526,3.850300875
3.340922117,57.26576996,1.233996247,0.061577882,0.576710741
3.704932928,68.61826324,1.720014994,0.177025365,2.660785972
4.284122944,62.47319031,0.648129453,0.560125553,5.820810603
4.32339716,61.68230057,0.604387771,0.652115827,5.780997295
3.91702795,59.55913162,0.730447281,0.571594506,5.607776383
3.715306044,51.29098892,1.646600167,0.379818389,3.898749786
3.748157024,54.96364975,1.585993076,0.191063133,1.8902748
3.650763988,54.87791061,1.347526653,0.195614737,2.359578295
3.737149954,56.61964035,1.202339606,0.17941896,1.540288856
3.536673069,56.12392044,1.832488722,0.180404522,1.806326208
3.162199974,66.80132294,1.650046736,0.204570667,2.491771429
3.415328026,65.45313263,1.717913377,0.067595458,-0.032677764
3.088061094,49.07637024,1.719893452,0.048046893,-0.005917426
3.018187046,54.76404953,1.464075732,0.061719891,1.571037413
2.884211063,50.21979904,1.187021936,0.080677847,0.617422687
3.093745947,40.16326141,1.797016629,0.06923761,1.110181951
3.006901026,43.88022995,1.889011126,0.047439119,1.010220998
2.926846027,52.86354065,0.535709065,0.119286594,0.544014639
2.937113047,51.2893219,0.57733231,0.151899413,1.088881651
3.272173882,39.57162857,1.938114945,0.214799836,2.152553336
3.116725922,38.84711838,0.915740921,0.110523613,0.767333044
3.559389114,28.45446968,1.810054159,0.068673878,0.887811261
3.289386034,21.06838036,1.083192678,0.119266512,1.456227785
3.209320068,21.28010941,0.678650086,0.153349499,1.635790137
3.20112896,21.47429085,0.6206648,0.145211191,1.427224886
2.751950979,31.98138046,0.734761849,0.511218903,5.400050585
3.318613052,36.0975914,0.874839792,0.141606226,2.012668388
2.964432001,37.86548996,1.232777531,0.05749878,1.225858992
2.248302937,49.92060852,1.552246851,0.050102391,0.635804147
2.017257929,47.34383011,1.979597865,0.125861419,0.820253392
1.825104952,48.34156036,1.162260115,0.03935729,0.305842628
1.596109033,42.63145065,1.277277414,0.026379442,0.60226172
1.65477705,45.20568085,1.282723552,0.02976183,0.847007538
1.791687012,23.58114052,1.309151533,0.064117862,1.174393311
1.628124952,20.99766922,1.276610986,0.043847961,0.35030626
2.747687101,9.517046928,0.513162133,0.167802351,1.790704505
2.386189938,4.678170204,0.502587233,0.126906158,1.529001109
2.175879955,16.0459404,0.646499477,0.095939475,1.689874686
2.068100929,30.07980919,0.652334905,0.223339237,1.855645789
2.483815908,29.60473061,1.557345363,0.037128372,0.60120419
2.61055398,20.58953094,0.807374049,0.07468491,0.489599603
3.15694499,19.45313072,1.842071157,0.073750077,1.321721354
2.921489,25.56126022,1.892909494,0.140772582,1.391392654
2.720290899,36.57299042,1.963840007,0.042745851,0.546640486
2.976686954,39.50156021,1.908621957,0.073861806,0.319719062
3.329106092,40.71868134,0.907832483,0.0953008,0.739084409
3.053731918,46.70534134,1.264665267,0.125077068,2.243078623
3.129070997,50.21192169,0.763182455,0.238891842,2.696546778
3.001188993,67.07115173,1.709314483,0.039840566,0.491824896
3.003786087,69.10925293,1.832647558,0.050063466,1.186299017
3.286715031,71.40426636,1.776933259,0.205591775,2.810368387
3.542521,68.78970337,1.150050423,0.085306193,0.833078564
3.373797894,74.4362793,1.638010827,0.052935644,0.147593796
3.615149975,71.2101593,0.646368754,0.344573416,3.369575245
